	state	year	urate	children	nonwhite	finc	earn	age	ed	work	unearn
3788	35	1992	5.199999809	5	1	3981.040627	0	31	11	0	3.981040627
3789	35	1992	5.199999809	0	0	571.9885959	571.9885959	24	11	1	0
3790	35	1992	5.199999809	0	0	6506.942267	0	28	11	0	6.506942267
3791	35	1992	5.199999809	5	0	10898.67071	0	31	11	0	10.89867071
3792	35	1992	5.199999809	0	1	988.3962937	0	44	10	0	0.988396294
3793	35	1992	5.199999809	0	0	9158.681397	800.7840342	32	9	1	8.357897363
3794	35	1992	5.199999809	2	0	15786.88525	457.5908767	26	9	1	15.32929437
3795	35	1992	5.199999809	0	0	8502.038489	5605.48824	49	10	1	2.89655025
3796	35	1992	5.199999809	7	1	5719.885959	5719.885959	34	11	1	0
3797	35	1992	5.199999809	1	0	1532.929437	0	33	9	0	1.532929437
3798	35	1992	5.199999809	1	1	6040.199572	0	36	11	0	6.040199572
3799	35	1992	5.199999809	1	1	19024.3407	18303.63507	33	11	1	0.720705631
3800	41	1992	5.199999809	1	1	6342.209551	0	25	11	0	6.342209551
3801	41	1992	5.199999809	3	1	9211.304348	0	24	10	0	9.211304348
3802	41	1992	5.199999809	0	0	3363.292944	3363.292944	20	11	1	0
3803	41	1992	5.199999809	5	1	11668.56736	0	38	7	0	11.66856736
3804	41	1992	5.199999809	0	1	18303.63507	18303.63507	51	9	1	0
3805	41	1992	5.199999809	0	0	13344.49394	0	48	7	0	13.34449394
3806	41	1992	5.199999809	2	1	27323.89523	1161.13685	39	9	1	26.16275838
3807	41	1992	5.199999809	0	0	4530.149679	0	32	11	0	4.530149679
3808	41	1992	5.199999809	0	0	12367.53742	0	50	7	0	12.36753742
3809	41	1992	5.199999809	0	0	18303.63507	18303.63507	45	11	1	0
3810	42	1992	4.699999809	3	1	13727.7263	13727.7263	28	11	1	0
3811	42	1992	4.699999809	0	0	32192.66215	31930.69138	22	11	1	0.261970777
3812	42	1992	4.699999809	0	0	13073.37135	0	49	3	0	13.07337135
3813	42	1992	4.699999809	0	0	6630.491803	0	37	7	0	6.630491803
3814	42	1992	4.699999809	0	0	1143.977192	1143.977192	34	11	1	0
3815	42	1992	4.699999809	1	0	5092.986458	137.277263	22	7	1	4.955709195
3816	42	1992	4.699999809	0	0	17159.65788	17159.65788	43	10	1	0
3817	42	1992	4.699999809	1	0	15298.40699	14612.02067	35	11	1	0.686386315
3818	42	1992	4.699999809	3	0	5159.337135	4472.95082	44	10	1	0.686386315
3819	42	1992	4.699999809	1	1	16561.35781	15735.40627	40	11	1	0.825951532
3820	42	1992	4.699999809	4	0	27577.85816	23451.53243	35	11	1	4.126325731
3821	42	1992	4.699999809	0	0	14160.14968	5719.885959	28	10	1	8.440263721
3822	42	1992	4.699999809	1	0	2573.948681	514.7897363	25	10	1	2.059158945
3823	42	1992	4.699999809	0	0	84673.7598	80078.40342	47	11	1	4.595356379
3824	42	1992	4.699999809	0	0	0	0	21	11	0	0
3825	43	1992	5.699999809	1	0	1715.965788	1715.965788	35	10	0	0
3826	43	1992	5.699999809	1	1	8918.446187	5719.885959	53	11	1	3.198560228
3827	43	1992	5.699999809	1	1	3212.287954	0	22	11	0	3.212287954
3828	43	1992	5.699999809	0	0	27835.25303	571.9885959	36	0	0	27.26326443
3829	43	1992	5.699999809	0	0	8602.708482	8007.840342	35	10	1	0.59486814
3830	43	1992	5.699999809	2	1	4694.882395	0	22	7	0	4.694882395
3831	43	1992	5.699999809	3	0	6925.637919	3953.585175	23	11	1	2.972052744
3832	43	1992	5.699999809	2	1	4008.49608	0	24	11	0	4.00849608
3833	43	1992	5.699999809	0	0	31852.90093	0	25	7	0	31.85290093
3834	43	1992	5.699999809	0	0	15008.98076	14871.70349	37	7	1	0.137277263
3835	43	1992	5.699999809	4	0	5559.729152	0	33	10	0	5.559729152
3836	43	1992	5.699999809	0	0	15603.8489	15443.69209	37	10	1	0.160156807
3837	43	1992	5.699999809	0	0	5948.681397	5948.681397	34	7	1	0
3838	43	1992	5.699999809	0	0	8240.067712	171.5965788	48	7	1	8.068471133
3839	43	1992	5.699999809	2	0	3981.040627	0	21	10	0	3.981040627
3840	43	1992	5.699999809	0	0	5866.315039	2859.942979	23	9	1	3.00637206
3841	43	1992	5.699999809	1	1	5891.482537	5205.096222	35	7	1	0.686386315
3842	43	1992	5.699999809	1	1	7637.191732	0	26	10	0	7.637191732
3843	43	1992	5.699999809	1	0	7495.33856	0	31	0	0	7.49533856
3844	43	1992	5.699999809	2	0	6863.86315	0	29	11	0	6.86386315
3845	43	1992	5.699999809	0	0	4003.920171	4003.920171	20	10	1	0
3846	43	1992	5.699999809	1	0	7435.851746	1715.965788	34	11	1	5.719885959
3847	43	1992	5.699999809	2	0	29710.23165	7721.846044	37	11	1	21.9883856
3848	43	1992	5.699999809	1	0	7609.736279	0	50	7	0	7.609736279
3849	43	1992	5.699999809	1	1	5440.755524	2516.749822	33	11	1	2.924005702
3850	43	1992	5.699999809	3	0	4097.726301	0	25	7	0	4.097726301
3851	43	1992	5.699999809	2	1	4295.634355	215.0677121	50	11	0	4.080566643
3852	44	1992	5.099999905	0	0	19459.05203	19447.61226	44	7	1	0.011439772
3853	44	1992	5.099999905	0	0	23680.32787	23680.32787	20	11	1	0
3854	44	1992	5.099999905	1	0	4475.238774	0	20	11	0	4.475238774
3855	44	1992	5.099999905	0	0	10515.43835	8141.685674	46	9	1	2.373752673
3856	44	1992	5.099999905	0	0	6905.046329	0	30	7	0	6.905046329
3857	44	1992	5.099999905	0	0	5182.216679	0	46	7	0	5.182216679
3858	44	1992	5.099999905	3	0	14043.46401	800.7840342	37	10	0	13.24267997
3859	44	1992	5.099999905	1	0	9767.277263	0	33	7	0	9.767277263
3860	44	1992	5.099999905	1	0	8800.616536	366.0727014	33	9	0	8.434543835
3861	44	1992	5.099999905	1	0	66451.34711	65307.36992	26	10	1	1.143977192
3862	44	1992	5.099999905	2	0	4475.238774	0	22	9	0	4.475238774
3863	44	1992	5.099999905	2	0	5504.818247	0	44	9	0	5.504818247
3864	44	1992	5.099999905	2	0	6252.97933	0	22	9	0	6.25297933
3865	44	1992	5.099999905	0	0	2978.916607	0	36	7	0	2.978916607
3866	45	1992	3.200000048	0	0	4236.147541	743.5851746	36	7	1	3.492562366
3867	45	1992	3.200000048	1	0	3482.266572	0	23	9	0	3.482266572
3868	45	1992	3.200000048	0	0	4575.908767	4575.908767	21	7	1	0
3869	45	1992	3.200000048	0	0	23680.32787	23680.32787	22	7	1	0
3870	45	1992	3.200000048	0	0	24239.73272	13727.7263	48	7	1	10.51200642
3871	45	1992	3.200000048	1	0	4575.908767	4575.908767	33	11	1	0
3872	45	1992	3.200000048	0	0	6156.885246	6154.597292	37	9	1	0.002287954
3873	45	1992	3.200000048	0	0	5719.885959	5719.885959	49	7	1	0
3874	45	1992	3.200000048	0	0	0	0	35	7	0	0
3875	45	1992	3.200000048	1	0	0	0	20	10	0	0
3876	45	1992	3.200000048	3	0	12915.5025	258.5388453	29	10	1	12.65696365
3877	45	1992	3.200000048	0	0	5719.885959	5719.885959	33	7	1	0
3878	45	1992	3.200000048	4	0	6982.836778	274.554526	27	11	1	6.708282252
3879	45	1992	3.200000048	0	0	5719.885959	5719.885959	35	7	1	0
3880	45	1992	3.200000048	0	0	0	0	34	7	0	0
3881	45	1992	3.200000048	0	0	4575.908767	4575.908767	41	7	1	0
3882	45	1992	3.200000048	3	0	0	0	25	9	0	0
3883	45	1992	3.200000048	1	0	5170.776907	2082.038489	20	7	1	3.088738418
3884	45	1992	3.200000048	0	0	2387.480399	2387.480399	48	7	1	0
3885	45	1992	3.200000048	1	0	16441.2402	15068.46757	37	11	1	1.37277263
3886	45	1992	3.200000048	0	0	23680.32787	23680.32787	23	7	1	0
3887	45	1992	3.200000048	0	0	42018.28225	34959.94298	34	7	1	7.058339273
3888	45	1992	3.200000048	0	0	3431.931575	3431.931575	22	10	1	0
3889	46	1992	3	0	0	1372.77263	0	22	9	0	1.37277263
3890	46	1992	3	1	0	14070.91946	14070.91946	37	10	1	0
3891	46	1992	3	0	0	22216.03706	22216.03706	21	11	1	0
3892	46	1992	3	3	1	6657.947256	0	24	7	0	6.657947256
3893	46	1992	3	2	1	10089.87883	5491.09052	23	9	1	4.598788311
3894	46	1992	3	0	0	8694.226657	8694.226657	47	11	1	0
3895	47	1992	4.300000191	0	0	49648.61012	49648.61012	47	11	1	0
3896	47	1992	4.300000191	2	0	5946.393443	0	20	11	0	5.946393443
3897	47	1992	4.300000191	2	1	15185.15324	15185.15324	32	7	1	0
3898	47	1992	4.300000191	0	0	59016.63934	57770.84818	21	11	1	1.245791162
3899	47	1992	4.300000191	2	0	11682.29508	0	31	9	0	11.68229508
3900	47	1992	4.300000191	2	0	5298.902352	0	33	9	0	5.298902352
3901	47	1992	4.300000191	0	0	5376.692801	5376.692801	53	10	1	0
3902	47	1992	4.300000191	2	0	17809.43692	17809.43692	37	11	1	0
3903	47	1992	4.300000191	4	0	12583.74911	12583.74911	25	10	1	0
3904	47	1992	4.300000191	1	0	0	0	28	9	0	0
3905	47	1992	4.300000191	1	0	8488.310763	7859.123307	22	11	1	0.629187455
3906	47	1992	4.300000191	0	1	31139.05916	25167.49822	53	9	0	5.971560941
3907	47	1992	4.300000191	0	0	13172.89736	12114.71846	42	11	1	1.058178902
3908	47	1992	4.300000191	3	1	3836.899501	2738.681397	33	11	1	1.098218104
3909	51	1992	5.300000191	1	0	58378.30007	57198.85959	48	10	1	1.179440485
3910	51	1992	5.300000191	0	0	20613.32502	15924.16251	35	10	1	4.689162509
3911	51	1992	5.300000191	1	0	7092.658589	7092.658589	22	11	1	0
3912	51	1992	5.300000191	0	0	19447.61226	19447.61226	22	10	1	0
3913	51	1992	5.300000191	0	0	22879.54384	22879.54384	29	11	1	0
3914	51	1992	5.300000191	1	1	8497.46258	0	49	11	0	8.49746258
3915	51	1992	5.300000191	0	1	0	0	22	3	0	0
3916	51	1992	5.300000191	2	0	13728.87028	13727.7263	36	10	1	0.001143977
3917	51	1992	5.300000191	0	1	13681.96721	13681.96721	42	9	1	0
3918	51	1992	5.300000191	1	0	42613.15039	42327.15609	27	10	1	0.285994298
3919	51	1992	5.300000191	0	0	9897.690663	0	52	11	0	9.897690663
3920	51	1992	5.300000191	0	1	22879.54384	22879.54384	50	9	1	0
3921	51	1992	5.300000191	0	1	17859.77192	15100.49893	33	11	1	2.759272987
3922	51	1992	5.300000191	1	0	3706.486101	0	25	11	0	3.706486101
3923	51	1992	5.300000191	1	1	5669.550962	0	49	3	0	5.669550962
3924	51	1992	5.300000191	1	1	34917.61582	26311.47541	42	11	1	8.606140413
3925	51	1992	5.300000191	1	0	15672.48753	13155.73771	32	9	1	2.516749822
3926	51	1992	5.300000191	1	0	16015.68068	16015.68068	35	10	1	0
3927	51	1992	5.300000191	0	0	15546.65004	3660.727014	42	10	1	11.88592302
3928	51	1992	5.300000191	3	1	10663.0114	9266.215253	33	11	1	1.396796151
3929	52	1992	6.699999809	1	1	0	0	28	11	0	0
3930	52	1992	6.699999809	0	0	2114.06985	0	50	11	0	2.11406985
3931	52	1992	6.699999809	0	0	0	0	39	9	0	0
3932	52	1992	6.699999809	4	0	8745.705631	0	30	7	0	8.745705631
3933	52	1992	6.699999809	0	0	13681.96721	13681.96721	45	11	1	0
3934	52	1992	6.699999809	2	1	5948.681397	5948.681397	34	11	1	0
3935	52	1992	6.699999809	1	1	2573.948681	0	44	7	0	2.573948681
3936	52	1992	6.699999809	1	1	4398.592302	0	36	7	0	4.398592302
3937	52	1992	6.699999809	0	1	10524.59016	10524.59016	36	3	1	0
3938	52	1992	6.699999809	0	0	3580.64861	2803.888097	32	11	1	0.776760513
3939	52	1992	6.699999809	4	0	3129.921597	0	43	10	0	3.129921597
3940	52	1992	6.699999809	3	0	6067.655025	0	39	9	0	6.067655025
3941	52	1992	6.699999809	2	1	5175.352815	0	38	10	0	5.175352815
3942	52	1992	6.699999809	1	0	3156.233072	1498.610121	22	11	1	1.657622951
3943	52	1992	6.699999809	5	1	7323.741982	0	29	11	0	7.323741982
3944	53	1992	8.600000381	1	1	915.1817534	915.1817534	48	11	0	0
3945	53	1992	8.600000381	0	1	68391.53243	68283.99857	20	11	1	0.107533856
3946	53	1992	8.600000381	0	1	15214.89665	13727.7263	53	11	1	1.487170349
3947	53	1992	8.600000381	1	1	4737.209551	3261.478974	39	11	0	1.475730577
3948	53	1992	8.600000381	6	1	7531.94583	613.1717748	34	11	0	6.918774056
3949	53	1992	8.600000381	0	1	17159.65788	17159.65788	52	11	1	0
3950	53	1992	8.600000381	0	1	19447.61226	19447.61226	30	11	1	0
3951	53	1992	8.600000381	1	1	12361.81753	11439.77192	21	9	1	0.922045617
3952	53	1992	8.600000381	3	1	4908.80613	0	21	11	0	4.90880613
3953	53	1992	8.600000381	2	1	3431.931575	0	29	10	0	3.431931575
3954	53	1992	8.600000381	0	1	26311.47541	26311.47541	46	11	1	0
3955	53	1992	8.600000381	2	1	5521.977905	0	24	10	0	5.521977905
3956	53	1992	8.600000381	0	1	22197.73343	0	53	11	0	22.19773343
3957	53	1992	8.600000381	0	1	17159.65788	17159.65788	23	10	1	0
3958	53	1992	8.600000381	1	1	5147.897363	5147.897363	51	0	0	0
3959	53	1992	8.600000381	2	1	915.1817534	915.1817534	24	11	1	0
3960	53	1992	8.600000381	1	0	27517.22737	20591.58945	38	11	1	6.925637919
3961	53	1992	8.600000381	1	1	6291.874555	6291.874555	25	10	1	0
3962	53	1992	8.600000381	0	1	5719.885959	5719.885959	26	3	1	0
3963	53	1992	8.600000381	0	1	24421.62509	15558.08981	27	11	0	8.863535282
3964	53	1992	8.600000381	4	1	5548.28938	0	32	10	0	5.54828938
3965	53	1992	8.600000381	0	1	24421.62509	15558.08981	46	9	1	8.863535282
3966	53	1992	8.600000381	2	1	17159.65788	17159.65788	29	11	1	0
3967	53	1992	8.600000381	0	1	3088.738418	0	53	10	0	3.088738418
3968	53	1992	8.600000381	2	1	20318.1789	6943.941554	44	11	1	13.37423735
3969	53	1992	8.600000381	2	1	2402.352103	0	24	11	0	2.402352103
3970	53	1992	8.600000381	1	1	1887.562366	0	23	7	0	1.887562366
3971	53	1992	8.600000381	2	1	4406.600143	0	41	9	0	4.406600143
3972	53	1992	8.600000381	0	1	16587.66928	16587.66928	34	10	1	0
3973	53	1992	8.600000381	0	1	13727.7263	13727.7263	31	10	1	0
3974	53	1992	8.600000381	1	1	10066.99929	10066.99929	38	10	1	0
3975	53	1992	8.600000381	2	1	5614.640057	0	20	11	0	5.614640057
3976	53	1992	8.600000381	0	1	17640.1283	17640.1283	42	0	1	0
3977	53	1992	8.600000381	2	1	3981.040627	3431.931575	46	11	1	0.549109052
3978	53	1992	8.600000381	0	1	100536.1475	76074.48325	54	11	1	24.46166429
3979	53	1992	8.600000381	0	1	20591.58945	20591.58945	25	11	1	0
3980	53	1992	8.600000381	0	1	24843.75267	24224.86101	52	11	1	0.618891661
3981	53	1992	8.600000381	1	1	0	0	22	11	0	0
3982	53	1992	8.600000381	1	1	5321.781896	915.1817534	20	7	0	4.406600143
3983	53	1992	8.600000381	1	1	2974.340699	0	26	9	0	2.974340699
3984	53	1992	8.600000381	0	1	4347.113329	0	37	10	0	4.347113329
3985	53	1992	8.600000381	0	1	7435.851746	0	24	7	0	7.435851746
3986	53	1992	8.600000381	0	1	15123.37848	0	30	10	0	15.12337848
3987	53	1992	8.600000381	4	1	3431.931575	3431.931575	41	0	1	0
3988	53	1992	8.600000381	2	1	4575.908767	4575.908767	35	11	1	0
3989	53	1992	8.600000381	5	1	9279.942979	0	29	11	0	9.279942979
3990	54	1992	6.400000095	0	1	0	0	25	9	0	0
3991	54	1992	6.400000095	3	1	3435.363507	3435.363507	22	11	1	0
3992	54	1992	6.400000095	1	0	16175.83749	608.595866	31	10	1	15.56724163
3993	54	1992	6.400000095	2	0	13589.30506	0	26	9	0	13.58930506
3994	54	1992	6.400000095	1	0	2266.218817	0	51	7	0	2.266218817
3995	54	1992	6.400000095	0	0	39422.598	37751.24733	21	9	1	1.671350677
3996	54	1992	6.400000095	3	0	16531.6144	13756.32573	31	10	1	2.775288667
3997	54	1992	6.400000095	0	0	9767.277263	7193.328582	41	9	1	2.573948681
3998	54	1992	6.400000095	0	0	3648.143264	0	33	9	0	3.648143264
3999	54	1992	6.400000095	0	1	20362.79401	20362.79401	47	11	1	0
4000	54	1992	6.400000095	0	1	20362.79401	20362.79401	51	7	1	0
4001	54	1992	6.400000095	0	0	13059.64362	3088.738418	51	10	1	9.970905203
4002	54	1992	6.400000095	5	1	4694.882395	0	33	11	0	4.694882395
4003	54	1992	6.400000095	0	1	10410.19245	10410.19245	33	11	1	0
4004	54	1992	6.400000095	1	1	16587.66928	16587.66928	33	10	1	0
4005	54	1992	6.400000095	0	1	11439.77192	11439.77192	35	7	1	0
4006	54	1992	6.400000095	2	1	10044.11974	10044.11974	36	11	1	0
4007	54	1992	6.400000095	3	0	9485.858874	0	38	9	0	9.485858874
4008	54	1992	6.400000095	0	0	9767.277263	7193.328582	44	9	1	2.573948681
4009	54	1992	6.400000095	0	0	14765.31361	0	53	3	0	14.76531361
4010	54	1992	6.400000095	0	0	5206.2402	0	43	7	0	5.2062402
4011	54	1992	6.400000095	2	0	5051.803279	3431.931575	31	11	1	1.619871704
4012	55	1992	11.39999962	3	0	13270.13542	12583.74911	33	10	1	0.686386315
4013	55	1992	11.39999962	3	0	3857.491091	0	24	11	0	3.857491091
4014	55	1992	11.39999962	1	0	3104.754098	2745.54526	25	7	1	0.359208838
4015	55	1992	11.39999962	1	0	2759.272987	0	20	11	0	2.759272987
4016	55	1992	11.39999962	0	0	14386.65716	0	50	11	0	14.38665716
4017	55	1992	11.39999962	2	1	3418.203849	0	31	11	0	3.418203849
4018	55	1992	11.39999962	0	0	27199.20171	0	28	9	0	27.19920171
4019	55	1992	11.39999962	2	0	15435.68425	1760.580898	22	9	1	13.67510335
4020	55	1992	11.39999962	1	0	6188.916607	1555.808981	42	9	0	4.633107627
4021	55	1992	11.39999962	2	0	3418.203849	0	27	7	0	3.418203849
4022	55	1992	11.39999962	0	0	56239.06272	15283.53528	39	10	1	40.95552744
4023	55	1992	11.39999962	0	0	17.15965788	17.15965788	32	7	1	0
4024	55	1992	11.39999962	3	0	25201.81753	34.31931575	34	11	0	25.16749822
4025	55	1992	11.39999962	1	0	22471.14398	9521.322167	22	9	0	12.94982181
4026	55	1992	11.39999962	3	0	3431.931575	0	27	9	0	3.431931575
4027	55	1992	11.39999962	0	0	11636.53599	9151.817534	45	7	1	2.48471846
4028	55	1992	11.39999962	0	0	3431.931575	3431.931575	22	11	0	0
4029	55	1992	11.39999962	0	0	14843.10406	14642.90805	30	11	1	0.200196009
4030	55	1992	11.39999962	0	0	0	0	24	7	0	0
4031	55	1992	11.39999962	1	0	52622.95082	46903.06486	20	0	0	5.719885959
4032	55	1992	11.39999962	0	0	0	0	20	11	0	0
4033	55	1992	11.39999962	1	0	17214.56878	0	52	10	0	17.21456878
4034	55	1992	11.39999962	1	0	11158.35353	11158.35353	40	9	1	0
4035	55	1992	11.39999962	2	0	3431.931575	0	39	11	0	3.431931575
4036	55	1992	11.39999962	2	0	3898.674269	480.4704205	33	10	1	3.418203849
4037	55	1992	11.39999962	0	0	16516.74269	16516.74269	21	9	0	0
4038	55	1992	11.39999962	3	0	9380.612972	1143.977192	36	10	0	8.236635781
4039	55	1992	11.39999962	3	0	1450.563079	0	24	11	0	1.450563079
4040	55	1992	11.39999962	0	0	228.7954384	228.7954384	44	7	0	0
4041	55	1992	11.39999962	0	0	0	0	36	9	0	0
4042	56	1992	6	2	1	13105.40271	3431.931575	27	11	1	9.673471133
4043	56	1992	6	0	0	15443.69209	15443.69209	34	11	1	0
4044	56	1992	6	0	0	48447.43407	46331.07627	48	10	1	2.116357805
4045	56	1992	6	0	0	48275.83749	40039.20171	20	11	1	8.236635781
4046	56	1992	6	3	1	5719.885959	5719.885959	21	11	1	0
4047	56	1992	6	0	1	12478.50321	0	24	10	0	12.47850321
4048	56	1992	6	0	0	0	0	21	7	0	0
4049	56	1992	6	2	0	6210.652174	0	35	7	0	6.210652174
4050	56	1992	6	1	0	3377.02067	0	26	9	0	3.37702067
4051	56	1992	6	1	0	11439.77192	11439.77192	42	11	1	0
4052	56	1992	6	0	0	29217.17748	29217.17748	53	10	1	0
4053	56	1992	6	2	0	13498.93086	13498.93086	24	11	1	0
4054	56	1992	6	0	1	8701.09052	3157.377049	28	10	1	5.543713471
4055	56	1992	6	0	0	2114.06985	0	38	9	0	2.11406985
4056	56	1992	6	3	1	13270.13542	8465.431219	42	10	1	4.804704205
4057	56	1992	6	0	0	35051.46116	28599.42979	54	9	1	6.452031361
4058	56	1992	6	2	0	38438.77762	2516.749822	36	10	1	35.9220278
4059	56	1992	6	1	0	4804.704205	0	28	10	0	4.804704205
4060	56	1992	6	0	0	48047.04205	43471.13329	21	11	1	4.575908767
4061	56	1992	6	1	0	14642.90805	8923.022096	35	10	1	5.719885959
4062	56	1992	6	0	0	11725.76622	11439.77192	25	10	1	0.285994298
4063	56	1992	6	0	0	16473.27156	0	41	9	0	16.47327156
4064	56	1992	6	0	0	13553.84177	13498.93086	33	10	1	0.054910905
4065	56	1992	6	1	0	15373.90948	6159.1732	21	10	1	9.214736279
4066	56	1992	6	1	1	0	0	28	10	0	0
4067	56	1992	6	0	1	9673.471133	0	52	7	0	9.673471133
4068	56	1992	6	0	1	14986.10121	8808.624376	27	11	1	6.177476835
4069	56	1992	6	0	1	16015.68068	16015.68068	54	7	1	0
4070	56	1992	6	3	1	6863.86315	6863.86315	28	9	1	0
4071	56	1992	6	0	1	8268.667142	0	46	7	0	8.268667142
4072	56	1992	6	2	1	7779.044904	7779.044904	49	9	1	0
4073	56	1992	6	1	1	4612.516037	0	35	9	0	4.612516037
4074	56	1992	6	2	1	7771.037063	0	34	10	0	7.771037063
4075	56	1992	6	0	1	10295.79473	10295.79473	50	7	1	0
4076	56	1992	6	1	0	18537.00642	18532.43051	32	10	1	0.004575909
4077	56	1992	6	6	1	16754.68995	0	36	11	0	16.75468995
4078	56	1992	6	3	1	4077.134711	0	20	11	0	4.077134711
4079	56	1992	6	0	1	16432.08838	16015.68068	43	9	1	0.416407698
4080	56	1992	6	3	1	6291.874555	4232.715609	29	11	1	2.059158945
4081	56	1992	6	0	1	38906.66429	38851.75339	48	11	1	0.054910905
4082	56	1992	6	0	0	26393.84177	26311.47541	53	7	1	0.082366358
4083	56	1992	6	1	1	4653.699216	0	40	9	0	4.653699216
4084	56	1992	6	1	0	11438.62794	0	47	7	0	11.43862794
4085	56	1992	6	1	1	5376.692801	2162.116892	42	11	1	3.214575909
4086	56	1992	6	1	0	13537.82609	13537.82609	36	11	1	0
4087	56	1992	6	0	0	11641.1119	0	52	9	0	11.6411119
4088	56	1992	6	0	0	130488.9024	128125.4455	22	10	1	2.363456878
4089	56	1992	6	2	0	3843.763364	0	31	10	0	3.843763364
4090	56	1992	6	1	0	3239.743407	0	38	11	0	3.239743407
4091	56	1992	6	0	0	25281.89594	25281.89594	44	7	1	0
4092	56	1992	6	5	1	16274.21953	0	30	11	0	16.27421953
4093	56	1992	6	2	1	3713.349964	0	20	10	0	3.713349964
4094	56	1992	6	3	0	10030.39202	0	29	10	0	10.03039202
4095	56	1992	6	0	1	11622.80827	9037.419815	36	7	1	2.585388453
4096	56	1992	6	5	1	8662.195296	0	25	9	0	8.662195296
4097	56	1992	6	3	1	23108.33927	23108.33927	35	11	1	0
4098	56	1992	6	2	0	8236.635781	0	23	9	0	8.236635781
4099	56	1992	6	1	1	4077.134711	0	31	11	0	4.077134711
4100	56	1992	6	0	0	6863.86315	6863.86315	20	11	1	0
4101	56	1992	6	2	1	4008.49608	0	20	10	0	4.00849608
4102	56	1992	6	0	0	5376.692801	1258.374911	52	7	0	4.11831789
4103	56	1992	6	0	0	257.3948681	257.3948681	32	7	1	0
4104	56	1992	6	4	1	13727.7263	13727.7263	33	11	1	0
4105	56	1992	6	0	0	65388.5923	64634.71133	40	11	1	0.753880969
4106	56	1992	6	0	0	14185.31718	0	52	10	0	14.18531718
4107	56	1992	6	0	1	29995.08197	17159.65788	45	11	1	12.83542409
4108	56	1992	6	1	0	21038.88453	20009.30506	44	9	1	1.029579473
4109	56	1992	6	0	1	16244.47612	16244.47612	51	7	1	0
4110	56	1992	6	0	0	14070.91946	10867.78332	51	9	1	3.203136137
4111	56	1992	6	1	1	3752.245189	2516.749822	47	3	1	1.235495367
4112	56	1992	6	1	1	0	0	30	11	0	0
4113	56	1992	6	3	1	14240.22808	11439.77192	29	7	1	2.800456165
4114	56	1992	6	1	0	3239.743407	0	45	9	0	3.239743407
4115	56	1992	6	1	0	4761.233072	3031.539558	21	11	1	1.729693514
4116	56	1992	6	0	1	16702.067	10867.78332	53	3	1	5.834283678
4117	56	1992	6	3	1	3859.779045	915.1817534	34	10	1	2.944597292
4118	56	1992	6	2	0	4063.406985	0	36	10	0	4.063406985
4119	56	1992	6	0	0	29743.40699	29743.40699	20	9	1	0
4120	56	1992	6	0	1	28256.23664	28256.23664	30	11	1	0
4121	56	1992	6	1	1	14871.70349	14871.70349	53	10	0	0
4122	56	1992	6	1	1	12698.14683	571.9885959	46	7	0	12.12615823
4123	56	1992	6	2	0	12011.76051	12011.76051	37	11	1	0
4124	56	1992	6	2	1	22139.39059	7496.482537	20	11	0	14.64290805
4125	56	1992	6	1	0	13727.7263	13727.7263	38	11	1	0
4126	56	1992	6	1	1	5273.734854	2059.158945	37	9	1	3.214575909
4127	56	1992	6	0	1	10214.57235	1029.579473	44	9	1	9.184992872
4128	56	1992	6	0	1	19385.83749	0	32	9	0	19.38583749
4129	56	1992	6	1	1	3697.334284	0	39	10	0	3.697334284
4130	56	1992	6	0	1	29995.08197	17159.65788	30	7	0	12.83542409
4131	56	1992	6	0	1	8391.072701	0	54	0	0	8.391072701
4132	56	1992	6	0	0	4575.908767	4575.908767	29	9	1	0
4133	56	1992	6	1	1	11673.14326	11673.14326	37	11	1	0
4134	56	1992	6	0	0	6204.932288	137.277263	40	0	1	6.067655025
4135	56	1992	6	1	0	2745.54526	0	27	9	0	2.74554526
4136	56	1992	6	5	0	0	0	43	7	0	0
4137	56	1992	6	0	1	25200.67356	21735.56664	51	7	1	3.465106914
4138	57	1992	6.300000191	0	1	14871.70349	12789.665	32	10	1	2.082038489
4139	57	1992	6.300000191	0	1	37270.77691	24023.52103	48	7	1	13.24725588
4140	57	1992	6.300000191	0	0	5789.668567	0	52	7	0	5.789668567
4141	57	1992	6.300000191	0	0	26311.47541	26311.47541	53	11	0	0
4142	57	1992	6.300000191	0	0	0	0	54	9	0	0
4143	57	1992	6.300000191	1	0	9998.360656	9151.817534	25	11	1	0.846543122
4144	57	1992	6.300000191	3	1	4996.892374	0	20	7	0	4.996892374
4145	57	1992	6.300000191	0	0	85951.58232	56054.8824	31	11	0	29.89669993
4146	57	1992	6.300000191	1	1	2587.676408	0	30	9	0	2.587676408
4147	57	1992	6.300000191	2	1	3283.21454	0	53	3	0	3.28321454
4148	57	1992	6.300000191	1	1	14029.73628	0	44	7	0	14.02973628
4149	57	1992	6.300000191	0	1	31459.37277	31459.37277	48	11	1	0
4150	57	1992	6.300000191	0	0	55894.72559	50655.31005	25	7	1	5.239415538
4151	57	1992	6.300000191	0	1	6598.460442	6598.460442	31	10	1	0
4152	57	1992	6.300000191	3	1	2196.436208	0	27	10	0	2.196436208
4153	57	1992	6.300000191	0	0	27598.44975	10112.75838	26	10	1	17.48569138
4154	57	1992	6.300000191	2	1	79064.83963	50334.99644	42	11	1	28.72984319
4155	57	1992	6.300000191	0	1	14688.66714	14002.28083	44	7	1	0.686386315
